tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;label
8;434;10;0.016;-32.157;2004-08-10 16:21:00;2.31766;4.19257;5282.64;STOP
8;435;10;-0.034;-32.235;2004-08-10 17:08:00;113.649;3.65326;10302.2;STOP
8;436;10;-0.042;-32.223;2004-08-10 18:00:00;170.272;0.513999;1603.68;STOP
8;437;10;-0.038;-32.232;2004-08-10 18:47:00;2.60256;0.388349;1095.14;STOP
8;438;10;-0.037;-32.234;2004-08-10 19:00:00;18.4349;0.318768;248.639;STOP
8;439;10;-0.036;-32.241;2004-08-10 19:38:00;19.44;0.344854;786.267;STOP
8;440;10;-0.037;-32.246;2004-08-10 20:00:00;37.875;0.429534;566.985;STOP
8;441;10;-0.035;-32.25;2004-08-10 20:30:00;129.596;0.276266;497.279;STOP
8;442;10;-0.016;-32.207;2004-08-10 21:00:00;9.85133;2.90408;5227.34;STOP
8;443;10;0;-32.183;2004-08-10 21:17:00;9.72758;3.14446;3207.35;STOP
8;444;10;0.012;-32.156;2004-08-10 21:36:00;5.64196;2.88196;3285.43;STOP
8;445;10;0.037;-32.112;2004-08-10 22:00:00;7.26545;3.90775;5627.17;STOP
8;446;10;0.112;-32.012;2004-08-10 23:00:00;12.9074;3.86093;13899.4;STOP
8;447;10;0.116;-32.003;2004-08-10 23:15:00;11.0295;1.21682;1095.14;STOP
8;448;10;0.151;-31.953;2004-08-10 23:48:00;4.48044;3.42754;6786.52;STOP
8;449;10;0.165;-31.936;2004-08-11 00:00:00;5.78239;3.40112;2448.81;STOP
8;450;10;0.205;-31.876;2004-08-11 01:00:00;21.9296;2.22732;8018.35;STOP
8;451;10;0.224;-31.863;2004-08-11 01:22:00;5.85601;1.93931;2559.89;STOP
8;452;10;0.237;-31.852;2004-08-11 02:00:00;46.6415;0.830515;1893.57;STOP
8;453;10;0.24;-31.797;2004-08-11 03:00:00;52.113;1.70132;6124.76;STOP
8;454;10;0.217;-31.777;2004-08-11 03:24:00;24.3098;2.35358;3389.15;STOP
8;455;10;0.157;-31.759;2004-08-11 04:00:00;1.55832;3.22475;6965.45;STOP
8;456;10;0.06;-31.727;2004-08-11 04:55:00;14.6477;3.44172;11357.7;STOP
8;457;10;0.043;-31.716;2004-08-11 05:09:00;14.4703;2.68039;2251.53;STOP
8;458;10;-0.008;-31.699;2004-08-11 05:47:00;4.39871;2.6218;5977.7;STOP
8;459;10;-0.028;-31.694;2004-08-11 06:00:00;154.231;2.9389;2292.34;STOP
8;460;10;0.002;-31.719;2004-08-11 07:00:00;177.621;1.20619;4342.3;STOP
8;461;10;-0.03;-31.69;2004-08-11 07:26:00;13.4046;3.07822;4802.02;STOP
8;462;10;-0.101;-31.651;2004-08-11 08:08:00;2.04786;3.57439;9007.47;STOP
8;463;10;-0.163;-31.614;2004-08-11 08:42:00;116.429;3.93549;8028.39;STOP
8;464;10;-0.166;-31.653;2004-08-11 09:00:00;2.42377;4.02722;4349.4;STOP
8;465;11;-0.17;-31.769;2004-08-11 09:52:00;1.6014;4.13661;12906.2;MOVE
8;466;11;-0.174;-31.833;2004-08-11 10:21:00;2.47463;4.09789;7130.33;MOVE
8;467;11;-0.175;-31.885;2004-08-11 10:44:00;0.534871;4.19071;5783.18;MOVE
8;468;11;-0.176;-31.92;2004-08-11 11:00:00;0.965985;4.05562;3893.39;MOVE
8;469;12;-0.182;-32.052;2004-08-11 12:00:00;63.3112;4.08134;14692.8;STOP
8;470;12;-0.141;-32.075;2004-08-11 12:28:00;22.1663;3.11151;5227.34;STOP
8;471;12;-0.069;-32.084;2004-08-11 13:00:00;0.306392;4.20226;8068.34;STOP
8;472;12;0.069;-32.102;2004-08-11 14:01:00;1.54122;4.22811;15474.9;STOP
8;473;12;0.202;-32.123;2004-08-11 15:00:00;76.7479;4.22942;14972.1;STOP
8;474;12;0.213;-32.27;2004-08-11 16:00:00;64.5346;4.55312;16391.2;STOP
8;475;12;0.192;-32.282;2004-08-11 16:13:00;33.7491;3.448;2689.44;STOP
8;476;12;0.092;-32.275;2004-08-11 17:00:00;1.4873;3.95273;11146.7;STOP
8;477;12;0.001;-32.271;2004-08-11 17:43:00;0.925735;3.92578;10128.5;STOP
8;478;12;-0.035;-32.27;2004-08-11 18:00:00;0.667095;3.92604;4004.56;STOP
8;479;12;-0.159;-32.268;2004-08-11 19:00:00;74.0576;3.83055;13790;STOP
8;480;12;-0.181;-32.186;2004-08-11 20:00:00;33.1485;2.62233;9440.4;STOP
8;481;12;-0.144;-32.073;2004-08-11 20:56:00;11.4204;3.93494;13221.4;STOP
8;482;12;-0.138;-32.022;2004-08-11 21:29:00;26.9802;2.88386;5710.03;STOP
8;483;12;-0.128;-32.007;2004-08-11 22:00:00;69.6191;1.07774;2004.59;STOP
8;484;12;-0.035;-32.029;2004-08-11 23:00:00;14.3368;2.95182;10626.5;STOP
8;485;12;0.007;-32.051;2004-08-11 23:22:00;19.4241;3.99401;5272.09;STOP
8;486;12;0.047;-32.094;2004-08-12 00:00:00;21.9252;2.86416;6530.28;STOP
8;487;12;0.145;-32.14;2004-08-12 01:00:00;51.9802;3.34385;12037.8;STOP
8;488;12;0.169;-32.245;2004-08-12 02:00:00;17.1714;3.32681;11976.5;STOP
8;489;12;0.228;-32.347;2004-08-12 03:00:00;56.6115;3.6396;13102.6;STOP
8;490;12;0.222;-32.359;2004-08-12 03:13:00;13.431;1.9126;1491.83;STOP
8;491;12;0.215;-32.389;2004-08-12 04:00:00;76.866;1.21469;3425.43;STOP
8;492;12;0.178;-32.389;2004-08-12 04:46:00;13.4957;1.49066;4114.21;STOP
8;493;12;0.153;-32.383;2004-08-12 05:00:00;58.7083;3.40335;2858.81;STOP
8;494;12;0.127;-32.302;2004-08-12 06:00:00;37.5457;2.62761;9459.39;STOP
8;495;12;0.046;-32.246;2004-08-12 07:00:00;5.03461;3.04159;10949.7;STOP
8;496;12;-0.005;-32.217;2004-08-12 07:45:00;11.724;2.41617;6523.65;STOP
8;497;12;-0.03;-32.195;2004-08-12 08:00:00;6.21358;4.11442;3702.97;STOP
8;498;12;-0.084;-32.157;2004-08-12 08:37:00;39.5329;3.30731;7342.23;STOP
8;499;12;-0.123;-32.16;2004-08-12 09:00:00;99.8513;3.15175;4349.41;STOP
8;500;12;-0.107;-32.223;2004-08-12 09:34:00;65.4451;3.54297;7227.66;STOP
8;501;12;-0.041;-32.235;2004-08-12 10:02:00;3.00879;4.43999;7459.18;STOP
8;502;12;0.09;-32.266;2004-08-12 11:00:00;21.4949;4.30139;14968.8;STOP
8;503;12;0.195;-32.339;2004-08-12 11:55:00;6.82504;4.30906;14219.9;STOP
8;504;12;0.312;-32.443;2004-08-12 13:00:00;10.2092;4.46319;17406.5;STOP
8;505;12;0.378;-32.527;2004-08-12 13:43:00;0.936632;4.60406;11878.5;STOP
8;506;12;0.404;-32.559;2004-08-12 14:00:00;0.373866;4.49473;4584.62;STOP
8;507;12;0.497;-32.675;2004-08-12 15:00:00;0.239795;4.59219;16531.9;STOP
8;508;12;0.59;-32.792;2004-08-12 16:00:00;0.404298;4.61628;16618.6;STOP
8;509;12;0.665;-32.885;2004-08-12 17:00:00;153.789;3.69011;13284.4;STOP
8;510;12;0.637;-32.872;2004-08-12 17:34:00;159.905;1.68266;3432.63;STOP
8;511;12;0.647;-32.882;2004-08-12 18:02:00;1.16529e-11;0.936003;1572.48;STOP
8;512;12;0.661;-32.896;2004-08-12 18:49:00;2.18279e-11;0.780665;2201.48;STOP
8;513;12;0.665;-32.9;2004-08-12 19:00:00;7.43141;0.953019;628.992;STOP
8;514;12;0.675;-32.913;2004-08-12 19:41:00;3.87852;0.741323;1823.65;STOP
8;515;12;0.679;-32.919;2004-08-12 20:00:00;61.336;0.703333;801.799;STOP
8;516;12;0.668;-32.94;2004-08-12 20:34:00;118.308;1.29211;2635.9;STOP
8;517;12;0.643;-32.903;2004-08-12 21:00:00;1.17166;3.18276;4965.1;STOP
8;518;12;0.631;-32.886;2004-08-12 21:16:00;9.24695;2.41013;2313.72;STOP
8;519;12;0.578;-32.832;2004-08-12 22:09:00;14.9879;2.64566;8413.18;STOP
8;520;12;0.517;-32.796;2004-08-12 22:56:00;19.9528;2.79288;7875.93;STOP
8;521;12;0.456;-32.722;2004-08-13 00:00:00;19.9902;2.77695;10663.5;STOP
8;522;12;0.4;-32.689;2004-08-13 00:44:00;10.0911;2.73773;7227.62;STOP
8;523;12;0.386;-32.677;2004-08-13 01:00:00;18.1803;2.13574;2050.31;STOP
8;524;12;0.346;-32.611;2004-08-13 02:00:00;25.7931;2.38371;8581.35;STOP
8;525;12;0.289;-32.574;2004-08-13 03:00:00;27.4356;2.09898;7556.31;STOP
8;526;12;0.217;-32.567;2004-08-13 04:00:00;12.0972;2.23438;8043.78;STOP
8;527;12;0.195;-32.56;2004-08-13 04:35:00;27.3499;1.22244;2567.13;STOP
8;528;12;0.173;-32.538;2004-08-13 05:00:00;23.7136;2.30638;3459.57;STOP
8;529;12;0.143;-32.461;2004-08-13 06:00:00;1.92741;2.55246;9188.87;STOP
8;530;12;0.13;-32.424;2004-08-13 06:28:00;3.98274;2.59569;4360.76;STOP
8;531;12;0.119;-32.384;2004-08-13 07:00:00;19.935;2.40255;4612.9;STOP
8;532;12;0.102;-32.36;2004-08-13 07:20:00;40.1416;2.72528;3270.34;STOP
8;533;12;0.108;-32.289;2004-08-13 08:00:00;13.0483;3.30124;7922.97;STOP
8;534;12;0.118;-32.258;2004-08-13 08:16:00;94.7412;3.77286;3621.95;STOP
8;535;12;0.142;-32.268;2004-08-13 09:00:00;30.5102;1.0951;2891.07;STOP
8;536;12;0.145;-32.272;2004-08-13 09:12:00;6.6613;0.772185;555.974;STOP
8;537;12;0.183;-32.312;2004-08-13 10:00:00;148.786;2.13017;6134.88;STOP
8;538;12;0.073;-32.282;2004-08-13 11:00:00;6.28249;3.52171;12678.2;STOP
8;539;12;0.016;-32.273;2004-08-13 11:29:00;0.80978;3.68772;6416.63;STOP
8;540;12;-0.042;-32.263;2004-08-13 12:00:00;4.8972;3.51853;6544.46;STOP
8;541;12;-0.159;-32.253;2004-08-13 13:00:00;1.61471;3.62701;13057.2;STOP
8;542;12;-0.194;-32.251;2004-08-13 13:18:00;28.9252;3.60942;3898.17;STOP
8;543;12;-0.248;-32.217;2004-08-13 14:00:00;102.804;2.81571;7095.58;STOP
8;544;12;-0.182;-32.151;2004-08-13 15:00:00;47.0638;2.88297;10378.7;STOP
8;545;12;-0.071;-32.155;2004-08-13 15:49:00;2.06382;4.2009;12350.6;STOP
8;546;12;-0.043;-32.155;2004-08-13 16:00:00;3.65222;4.71736;3113.46;STOP
8;547;12;0.098;-32.164;2004-08-13 17:00:00;25.5966;4.364;15710.4;STOP
8;548;12;0.148;-32.192;2004-08-13 17:28:00;42.5341;3.79295;6372.15;STOP
8;549;12;0.174;-32.271;2004-08-13 18:00:00;5.73802;4.81661;9247.88;STOP
8;550;12;0.201;-32.393;2004-08-13 19:00:00;32.5209;3.85943;13894;STOP
8;551;12;0.204;-32.396;2004-08-13 19:12:00;19.44;0.65522;471.759;STOP
8;552;12;0.215;-32.419;2004-08-13 20:04:00;48.1798;0.908625;2834.91;STOP
8;553;12;0.263;-32.433;2004-08-13 21:00:00;165.53;1.65469;5559.74;STOP
8;554;12;0.199;-32.431;2004-08-13 21:47:00;32.7186;2.5248;7119.95;STOP
8;555;12;0.183;-32.42;2004-08-13 22:00:00;1.19817;2.76796;2159.01;STOP
8;556;12;0.151;-32.397;2004-08-13 22:43:00;9.29331;1.69844;4381.98;STOP
8;557;12;0.13;-32.376;2004-08-13 23:00:00;15.1729;3.23756;3302.32;STOP
8;558;12;0.087;-32.301;2004-08-14 00:00:00;170.729;2.67029;9613.04;STOP
18;641;20;-0.637;-40.048;2004-07-28 00:04:00;4.71208;3.72081;14734.4;STOP
18;642;20;-0.612;-40.153;2004-07-28 01:00:00;2.5529;3.57178;12001.2;STOP
18;643;20;-0.59;-40.23;2004-07-28 01:42:00;2.97925;3.5334;8904.17;STOP
18;644;20;-0.578;-40.265;2004-07-28 02:00:00;5.5854;3.80928;4114.02;STOP
18;645;20;-0.555;-40.362;2004-07-28 03:00:00;0.31117;3.07902;11084.5;STOP
18;646;20;-0.538;-40.432;2004-07-28 04:00:00;3.96163;2.22488;8009.55;STOP
18;647;20;-0.531;-40.473;2004-07-28 04:27:00;13.9406;2.85479;4624.77;STOP
18;648;20;-0.524;-40.489;2004-07-28 05:00:00;14.6568;0.980741;1941.87;STOP
18;649;21;-0.512;-40.565;2004-07-28 06:06:00;7.4978;2.1604;8555.17;MOVE
18;650;21;-0.478;-40.68;2004-07-28 07:00:00;6.79728;4.11547;13334.1;MOVE
18;651;21;-0.435;-40.78;2004-07-28 08:00:00;17.3616;3.36211;12103.6;MOVE
18;652;21;-0.432;-40.809;2004-07-28 08:37:00;137.33;1.46026;3241.77;MOVE
18;653;21;-0.449;-40.794;2004-07-28 09:00:00;13.0306;1.82676;2520.93;MOVE
18;654;22;-0.523;-40.754;2004-07-28 09:53:00;1.82797;2.94136;9353.53;STOP
18;655;22;-0.563;-40.734;2004-07-28 10:21:00;2.60256;2.95997;4972.74;STOP
18;656;22;-0.617;-40.71;2004-07-28 11:00:00;0.113009;2.80803;6570.8;STOP
18;657;22;-0.664;-40.689;2004-07-28 11:32:00;3.22104;2.98128;5724.05;STOP
18;658;22;-0.706;-40.673;2004-07-28 12:00:00;35.4555;2.97473;4997.54;STOP
18;659;22;-0.732;-40.634;2004-07-28 12:34:00;6.43474;2.55474;5211.66;STOP
18;660;22;-0.749;-40.601;2004-07-28 13:00:00;3.22104;2.6458;4127.44;STOP
18;661;22;-0.782;-40.527;2004-07-28 14:00:00;1.67567;2.50246;9008.86;STOP
18;662;22;-0.795;-40.5;2004-07-28 14:23:00;4.39204;2.41441;3331.88;STOP
18;663;22;-0.811;-40.459;2004-07-28 15:00:00;8.51365;2.20424;4893.42;STOP
18;664;22;-0.816;-40.437;2004-07-28 15:29:00;1.49433;1.44163;2508.43;STOP
18;665;22;-0.824;-40.397;2004-07-28 16:00:00;2.33731;2.43841;4535.43;STOP
18;666;22;-0.836;-40.321;2004-07-28 17:00:00;5.95879;2.37629;8554.63;STOP
18;667;22;-0.84;-40.306;2004-07-28 17:13:00;7.57904;2.21287;1726.04;STOP
18;668;22;-0.848;-40.244;2004-07-28 18:00:00;2.43003;2.46472;6950.5;STOP
18;669;22;-0.858;-40.186;2004-07-28 18:47:00;6.41595;2.32048;6543.76;STOP
18;670;22;-0.859;-40.169;2004-07-28 19:00:00;5.6122;2.4274;1893.37;STOP
18;671;22;-0.857;-40.118;2004-07-28 19:39:00;137.653;2.42507;5674.67;STOP
18;672;22;-0.841;-40.137;2004-07-28 20:00:00;16.5738;2.19194;2761.85;STOP
18;673;22;-0.777;-40.284;2004-07-28 21:00:00;1.72565;4.95171;17826.1;STOP
18;674;22;-0.755;-40.339;2004-07-28 21:23:00;10.9373;4.7727;6586.33;STOP
18;675;22;-0.736;-40.438;2004-07-28 22:00:00;0.153052;5.04878;11208.3;STOP
18;676;22;-0.714;-40.551;2004-07-28 22:43:00;0.176806;4.96122;12800;STOP
18;677;22;-0.705;-40.598;2004-07-28 23:00:00;0.927554;5.21639;5320.72;STOP
18;678;22;-0.687;-40.701;2004-07-28 23:39:00;6.89996;4.9683;11625.8;STOP
18;679;22;-0.684;-40.758;2004-07-29 00:00:00;4.67393;5.03685;6346.43;STOP
18;680;22;-0.662;-40.921;2004-07-29 01:00:00;3.00082;5.07997;18287.9;STOP
18;681;22;-0.657;-40.982;2004-07-29 01:23:00;4.56021;4.9313;6805.19;STOP
18;682;22;-0.643;-41.068;2004-07-29 02:00:00;172.048;4.36398;9688.04;STOP
18;683;22;-0.656;-41.026;2004-07-29 03:00:00;5.88861;1.35792;4888.5;STOP
18;684;22;-0.663;-40.991;2004-07-29 04:03:00;27.3499;1.04991;3968.64;STOP
18;685;22;-0.667;-40.986;2004-07-29 04:09:00;34.7593;1.97768;711.966;STOP
18;686;22;-0.67;-40.942;2004-07-29 05:00:00;17.137;1.60248;4903.6;STOP
18;687;22;-0.675;-40.929;2004-07-29 05:52:00;4.30866;0.49637;1548.67;STOP
18;688;22;-0.702;-40.872;2004-07-29 07:00:00;9.63754;1.71882;7012.8;STOP
18;689;22;-0.72;-40.808;2004-07-29 08:00:00;25.9249;2.05335;7392.05;STOP
18;690;22;-0.736;-40.79;2004-07-29 08:22:00;36.4391;2.02864;2677.81;STOP
18;691;22;-0.74;-40.746;2004-07-29 09:00:00;10.3117;2.15454;4912.35;STOP
18;692;22;-0.734;-40.679;2004-07-29 10:01:00;13.6481;2.04351;7479.26;STOP
18;693;22;-0.743;-40.619;2004-07-29 11:00:00;8.53077;1.90559;6745.79;STOP
18;694;22;-0.743;-40.585;2004-07-29 11:31:00;18.9704;2.03242;3780.31;STOP
18;695;22;-0.732;-40.553;2004-07-29 12:00:00;97.6605;2.16225;3762.32;STOP
18;696;22;-0.757;-40.548;2004-07-29 12:23:00;3.68515;2.05429;2834.92;STOP
18;697;22;-0.813;-40.533;2004-07-29 13:00:00;5.2333;2.90378;6446.39;STOP
18;698;22;-0.906;-40.517;2004-07-29 13:58:00;1.87007;3.01524;10493;STOP
18;699;22;-1.007;-40.503;2004-07-29 15:00:00;20.1565;3.04786;11338;STOP
18;700;22;-1.03;-40.508;2004-07-29 15:13:00;20.2819;3.35538;2617.2;STOP
18;701;22;-1.101;-40.498;2004-07-29 16:00:00;0.467671;2.82721;7972.73;STOP
18;702;22;-1.184;-40.487;2004-07-29 16:57:00;0.503653;2.72218;9309.85;STOP
18;703;22;-1.273;-40.476;2004-07-29 18:00:00;1.07145;2.63799;9971.62;STOP
18;704;22;-1.359;-40.467;2004-07-29 19:00:00;12.3145;2.67082;9614.96;STOP
18;705;22;-1.386;-40.47;2004-07-29 19:18:00;95.5485;2.79697;3020.73;STOP
18;706;22;-1.378;-40.508;2004-07-29 20:00:00;10.3148;1.71303;4316.83;STOP
18;707;22;-1.358;-40.557;2004-07-29 21:02:00;15.4936;1.58158;5883.5;STOP
18;708;22;-1.354;-40.591;2004-07-29 22:00:00;13.2733;1.09358;3805.65;STOP
18;709;22;-1.342;-40.624;2004-07-29 22:36:00;4.72799;1.8072;3903.56;STOP
18;710;22;-1.336;-40.646;2004-07-29 23:00:00;4.88118;1.76041;2534.99;STOP
18;711;22;-1.314;-40.706;2004-07-30 00:06:00;83.8999;1.79403;7104.37;STOP
18;712;22;-1.31;-40.705;2004-07-30 00:57:00;42.3974;0.149824;458.461;STOP
18;713;22;-1.197;-40.766;2004-07-30 02:00:00;14.6639;3.77729;14278.1;STOP
18;714;22;-1.152;-40.808;2004-07-30 02:36:00;1.19011;3.16848;6843.92;STOP
18;715;22;-1.115;-40.844;2004-07-30 03:00:00;9.83483;3.98593;5739.74;STOP
18;716;22;-1.039;-40.896;2004-07-30 04:00:00;2.62218;2.84417;10239;STOP
18;717;22;-0.97;-40.948;2004-07-30 05:00:00;0.473671;2.66854;9606.73;STOP
18;718;22;-0.916;-40.988;2004-07-30 05:40:00;6.26855;3.11336;7472.07;STOP
18;719;22;-0.889;-41.013;2004-07-30 06:00:00;30.7026;3.40948;4091.38;STOP
18;720;22;-0.819;-41.028;2004-07-30 07:00:00;17.3124;2.2112;7960.31;STOP
18;721;22;-0.764;-41.059;2004-07-30 07:51:00;2.02949;2.29415;7020.11;STOP
18;722;22;-0.652;-41.117;2004-07-30 09:00:00;17.055;3.38755;14024.4;STOP
18;723;22;-0.601;-41.167;2004-07-30 09:36:00;112.631;3.6766;7941.45;STOP
18;724;22;-0.597;-41.157;2004-07-30 09:39:00;132.332;6.65305;1197.55;STOP
18;725;23;-0.581;-41.19;2004-07-30 10:00:00;168.81;3.23636;4077.82;MOVE
18;726;23;-0.618;-41.141;2004-07-30 11:00:00;8.00192;1.89644;6827.17;MOVE
18;727;23;-0.628;-41.123;2004-07-30 11:18:00;0.444144;2.11994;2289.54;MOVE
18;728;23;-0.646;-41.09;2004-07-30 11:52:00;4.80452;2.04883;4179.61;MOVE
18;729;23;-0.676;-41.022;2004-07-30 13:00:00;8.76811;2.02548;8263.95;MOVE
18;730;23;-0.699;-40.986;2004-07-30 13:35:00;1.64164;2.26191;4750.01;MOVE
18;731;23;-0.716;-40.961;2004-07-30 14:00:00;0.319536;2.24101;3361.52;MOVE
18;732;23;-0.759;-40.897;2004-07-30 15:00:00;14.9179;2.38141;8573.06;MOVE
18;733;24;-0.775;-40.883;2004-07-30 16:00:00;0.176838;0.656651;2363.94;STOP
18;734;24;-0.798;-40.863;2004-07-30 16:44:00;55.7007;1.28372;3389.03;STOP
18;735;24;-0.796;-40.846;2004-07-30 17:00:00;8.73648;1.98247;1903.17;STOP
18;736;24;-0.775;-40.77;2004-07-30 18:00:00;0.74289;2.4352;8766.73;STOP
18;737;24;-0.766;-40.739;2004-07-30 18:24:00;12.2537;2.49241;3589.08;STOP
18;738;24;-0.74;-40.691;2004-07-30 19:00:00;13.6741;2.81003;6069.66;STOP
18;739;24;-0.674;-40.618;2004-07-30 20:00:00;0.693371;3.03958;10942.5;STOP
18;740;24;-0.629;-40.567;2004-07-30 20:41:00;1.39341;3.07423;7562.62;STOP
18;741;24;-0.608;-40.542;2004-07-30 21:00:00;0.941477;3.18452;3630.35;STOP
18;742;24;-0.542;-40.466;2004-07-30 22:00:00;1.16617;3.10898;11192.3;STOP
18;743;24;-0.522;-40.442;2004-07-30 22:19:00;2.4389;3.04715;3473.75;STOP
18;744;24;-0.48;-40.387;2004-07-30 23:00:00;1.03659;3.12796;7694.79;STOP
28;410;6;4.06;-44.627;2004-06-19 01:00:00;11.41;1.94;7687.5;STOP
28;411;6;4.048;-44.55;2004-06-19 01:33:00;0.37;4.37;8644.19;STOP
28;412;6;4.038;-44.483;2004-06-19 02:00:00;2.28;4.64;7514.25;STOP
28;413;6;4.011;-44.341;2004-06-19 03:00:00;1.41;4.45;16034.3;STOP
28;414;6;3.981;-44.202;2004-06-19 04:00:00;5.8;4.38;15775.2;STOP
28;415;6;3.964;-44.05;2004-06-19 05:05:00;1.58;4.35;16966.7;STOP
28;416;6;3.953;-43.919;2004-06-19 06:00:00;1.42;4.42;14583.2;STOP
28;417;6;3.942;-43.818;2004-06-19 06:44:00;2.85;4.27;11270.6;STOP
28;418;6;3.94;-43.784;2004-06-19 07:00:00;52.94;3.94;3778.24;STOP
28;419;6;3.925;-43.774;2004-06-19 08:00:00;31.57;0.56;2003.14;STOP
28;420;6;3.898;-43.773;2004-06-19 09:00:00;71.08;0.83;3004.31;STOP
28;421;6;3.893;-43.786;2004-06-19 09:10:00;4.15;2.58;1545.65;STOP
28;422;6;3.876;-43.842;2004-06-19 10:00:00;24.01;2.16;6493.83;STOP
28;423;6;3.88;-43.874;2004-06-19 10:39:00;26.57;1.53;3577.84;STOP
28;424;6;3.894;-43.895;2004-06-19 11:00:00;40.32;2.22;2801.97;STOP
28;425;6;3.889;-43.938;2004-06-19 11:31:00;10.79;2.58;4802.65;STOP
28;426;6;3.873;-43.989;2004-06-19 12:00:00;35.85;3.41;5931.06;STOP
28;427;6;3.888;-44.034;2004-06-19 12:33:00;20.28;2.66;5263.56;STOP
28;428;6;3.887;-44.065;2004-06-19 13:00:00;11.65;2.12;3440.91;STOP
28;429;6;3.869;-44.14;2004-06-19 14:07:00;4.71;2.13;8557.87;STOP
28;430;6;3.854;-44.237;2004-06-19 15:00:00;2.52;3.42;10889.9;STOP
28;431;6;3.844;-44.328;2004-06-19 16:09:00;30.35;2.45;10157;STOP
28;432;6;3.865;-44.375;2004-06-19 17:00:00;146.95;1.87;5713.32;STOP
28;433;6;3.868;-44.356;2004-06-19 17:44:00;10.34;0.81;2134.13;STOP
28;434;6;3.867;-44.314;2004-06-19 18:00:00;88.64;4.86;4660.88;STOP
28;435;6;3.993;-44.308;2004-06-19 19:00:00;0.62;3.9;14026.4;STOP
28;436;6;4.129;-44.303;2004-06-19 20:00:00;0.38;4.2;15132.7;STOP
28;437;6;4.152;-44.302;2004-06-19 20:10:00;0.5;4.27;2559.89;STOP
28;438;6;4.267;-44.296;2004-06-19 20:58:00;0.62;4.45;12804.7;STOP
28;439;6;4.394;-44.288;2004-06-19 21:50:00;0.83;4.54;14149.6;STOP
28;440;6;4.518;-44.282;2004-06-19 22:41:00;0.23;4.51;13804.2;STOP
28;441;6;4.563;-44.28;2004-06-19 23:00:00;0.06;4.39;5008.68;STOP
28;442;6;4.629;-44.277;2004-06-19 23:28:00;1.83;4.37;7346.39;STOP
28;443;6;4.703;-44.276;2004-06-20 00:00:00;5.23;4.29;8229.17;STOP
28;444;6;4.741;-44.272;2004-06-20 01:00:00;6.01;1.18;4248.59;STOP
28;445;6;4.742;-44.272;2004-06-20 02:00:00;26.57;0.03;111.19;STOP
28;446;6;4.744;-44.271;2004-06-20 03:00:00;94.4;0.07;248.47;STOP
28;447;6;4.741;-44.266;2004-06-20 04:00:00;14.04;0.18;646.74;STOP
28;448;6;4.738;-44.263;2004-06-20 04:44:00;45;0.18;470.95;STOP
28;449;6;4.736;-44.263;2004-06-20 05:00:00;45;0.23;222.39;STOP
