tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;label
2;238;8;2.472;-31.157;2004-04-21 23:00:00;66.71;3.42;12317.4;STOP
2;239;8;2.433;-31.118;2004-04-21 23:26:00;0.73;3.93;6130.07;STOP
2;240;8;2.394;-31.078;2004-04-21 23:54:00;140.01;3.7;6209.18;STOP
2;241;8;2.403;-31.198;2004-04-22 01:00:00;4.21;3.38;13369.2;STOP
2;242;8;2.416;-31.285;2004-04-22 01:42:00;1.19;3.88;9772.9;STOP
2;243;8;2.423;-31.326;2004-04-22 02:00:00;1.29;4.28;4620.95;STOP
2;244;8;2.436;-31.414;2004-04-22 02:43:00;8.15;3.83;9882.65;STOP
2;245;8;2.447;-31.451;2004-04-22 03:00:00;7.55;4.2;4288.6;STOP
2;246;8;2.498;-31.565;2004-04-22 04:00:00;1.85;3.85;13876.1;STOP
2;247;8;2.507;-31.587;2004-04-22 04:11:00;6.05;4;2640.91;STOP
2;248;8;2.521;-31.613;2004-04-22 04:25:00;31.19;3.91;3281.1;STOP
2;249;8;2.577;-31.646;2004-04-22 05:00:00;34.71;3.44;7225.83;STOP
2;250;8;2.583;-31.659;2004-04-22 06:09:00;126.34;0.38;1590.74;STOP
2;251;8;2.599;-31.63;2004-04-22 07:00:00;73.2;1.2;3680;STOP
2;252;8;2.558;-31.588;2004-04-22 07:52:00;71.69;2.09;6523.11;STOP
2;253;8;2.587;-31.532;2004-04-22 08:30:00;7.58;3.07;7006.76;STOP
2;254;8;2.596;-31.507;2004-04-22 08:44:00;38.82;3.51;2951.85;STOP
2;255;8;2.586;-31.478;2004-04-22 09:00:00;19.82;3.55;3407.87;STOP
2;256;8;2.524;-31.401;2004-04-22 10:00:00;17.99;3.05;10985.9;STOP
2;257;8;2.516;-31.38;2004-04-22 10:13:00;5.43;3.2;2496.69;STOP
2;258;8;2.508;-31.351;2004-04-22 10:31:00;38.92;3.09;3342.11;STOP
2;259;8;2.528;-31.305;2004-04-22 10:59:00;25.17;3.32;5572.98;STOP
2;260;8;2.611;-31.232;2004-04-22 12:00:00;48.67;3.36;12285.5;STOP
2;261;8;2.611;-31.165;2004-04-22 12:37:00;45;3.35;7442.33;STOP
2;262;8;2.579;-31.133;2004-04-22 13:00:00;78.69;3.64;5029.53;STOP
2;263;8;2.573;-31.137;2004-04-22 14:00:00;92.88;0.22;801.59;STOP
2;264;9;2.596;-31.168;2004-04-22 14:16:00;0.21;4.47;4289.37;MOVE
2;265;9;2.663;-31.259;2004-04-22 15:00:00;2.15;4.76;12556.9;MOVE
2;266;9;2.702;-31.308;2004-04-22 15:26:00;38.95;4.46;6959.01;MOVE
2;267;9;2.711;-31.31;2004-04-22 16:00:00;49.61;0.5;1025.11;MOVE
2;268;9;2.748;-31.38;2004-04-22 17:00:00;34.98;2.44;8796.28;MOVE
2;269;9;2.744;-31.412;2004-04-22 17:14:00;18.22;4.26;3581.87;MOVE
2;270;9;2.699;-31.507;2004-04-22 18:00:00;4.64;4.23;11677.9;MOVE
2;271;9;2.651;-31.634;2004-04-22 18:57:00;23.81;4.41;15082.3;MOVE
2;272;10;2.593;-31.693;2004-04-22 19:39:00;37.72;3.65;9194.76;STOP
2;273;10;2.549;-31.699;2004-04-22 20:00:00;7.2;3.92;4937.77;STOP
2;274;10;2.433;-31.73;2004-04-22 21:00:00;0.46;3.71;13350.4;STOP
2;275;10;2.404;-31.738;2004-04-22 21:13:00;5.73;4.29;3344.89;STOP
2;276;10;2.363;-31.745;2004-04-22 21:32:00;10.48;4.06;4624.85;STOP
2;277;10;2.314;-31.763;2004-04-22 22:00:00;71.75;3.45;5803.97;STOP
2;278;10;2.319;-31.912;2004-04-22 23:00:00;32.19;4.6;16563.8;STOP
2;279;10;2.34;-31.943;2004-04-22 23:15:00;18.05;4.62;4161.15;STOP
2;280;10;2.359;-32.009;2004-04-22 23:48:00;43.47;3.85;7630.99;STOP
2;281;10;2.345;-32.036;2004-04-23 00:00:00;25.9;4.69;3379.62;STOP
2;282;10;2.243;-32.112;2004-04-23 01:00:00;158.52;3.93;14140;STOP
2;283;10;2.261;-32.083;2004-04-23 01:27:00;16.32;2.34;3793.2;STOP
2;284;10;2.309;-32.04;2004-04-23 02:00:00;10.36;3.62;7163.28;STOP
2;285;10;2.378;-31.951;2004-04-23 03:00:00;5.33;3.48;12515.6;STOP
2;286;10;2.466;-31.857;2004-04-23 04:06:00;7.84;3.61;14311;STOP
2;287;10;2.556;-31.784;2004-04-23 05:00:00;21.21;3.98;12880.8;STOP
2;288;10;2.643;-31.756;2004-04-23 05:49:00;29.15;3.46;10161.7;STOP
2;289;10;2.668;-31.761;2004-04-23 06:00:00;37.87;4.3;2834.81;STOP
2;290;10;2.732;-31.729;2004-04-23 07:00:00;146.24;2.21;7954.7;STOP
2;291;10;2.637;-31.717;2004-04-23 08:06:00;25.63;2.69;10647.3;STOP
2;292;10;2.604;-31.728;2004-04-23 08:30:00;20.07;2.69;3867.52;STOP
2;293;10;2.56;-31.763;2004-04-23 09:00:00;29.7;3.47;6249.23;STOP
2;294;10;2.476;-31.776;2004-04-23 09:49:00;5.43;3.21;9451.36;STOP
2;295;10;2.459;-31.777;2004-04-23 10:00:00;11.9;2.87;1893.58;STOP
2;296;10;2.439;-31.774;2004-04-23 10:13:00;91.23;2.88;2248.73;STOP
2;297;10;2.434;-31.813;2004-04-23 10:41:00;13.16;2.6;4368.21;STOP
2;298;10;2.438;-31.852;2004-04-23 11:00:00;12.58;3.82;4355.45;STOP
2;299;10;2.475;-31.963;2004-04-23 12:00:00;13.47;3.61;12999.5;STOP
2;300;10;2.477;-31.986;2004-04-23 12:15:00;7.83;2.85;2564.76;STOP
2;301;10;2.475;-32.026;2004-04-23 13:00:00;34.15;1.65;4449.21;STOP
2;302;10;2.426;-32.091;2004-04-23 14:02:00;26.17;2.43;9046.02;STOP
2;303;10;2.335;-32.137;2004-04-23 15:00:00;20.16;3.26;11336.1;STOP
2;304;10;2.307;-32.167;2004-04-23 15:17:00;1.25;4.47;4561.06;STOP
2;305;11;2.24;-32.242;2004-04-23 16:00:00;26.25;4.33;11177.8;MOVE
2;306;11;2.205;-32.368;2004-04-23 16:56:00;5.09;4.32;14530.9;MOVE
2;307;11;2.177;-32.52;2004-04-23 18:00:00;1.2;4.47;17173.8;MOVE
2;308;11;2.163;-32.588;2004-04-23 18:30:00;0.32;4.29;7714.53;MOVE
2;309;11;2.149;-32.658;2004-04-23 19:00:00;1.53;4.41;7932.39;MOVE
2;310;11;2.144;-32.687;2004-04-23 19:12:00;9.78;4.54;3270;MOVE
2;311;12;2.144;-32.815;2004-04-23 20:08:00;29.44;4.23;14223;STOP
2;312;12;2.201;-32.916;2004-04-23 20:55:00;2.65;4.57;12888.7;STOP
2;313;12;2.238;-32.975;2004-04-23 21:23:00;1.02;4.61;7739.66;STOP
2;314;12;2.285;-33.053;2004-04-23 22:00:00;37.2;4.56;10120.3;STOP
2;315;12;2.272;-33.174;2004-04-23 23:02:00;23.23;3.63;13521.4;STOP
2;316;12;2.288;-33.226;2004-04-23 23:25:00;0.05;4.38;6045.28;STOP
2;317;12;2.311;-33.301;2004-04-24 00:00:00;56.52;4.15;8716.54;STOP
2;318;12;2.227;-33.403;2004-04-24 00:59:00;151.84;4.15;14686;STOP
2;319;12;2.246;-33.308;2004-04-24 02:00:00;4.4;2.94;10764.8;STOP
2;320;12;2.258;-33.209;2004-04-24 02:47:00;1.01;3.93;11080.4;STOP
2;321;12;2.261;-33.18;2004-04-24 03:00:00;8.76;4.15;3239.37;STOP
2;322;12;2.289;-33.073;2004-04-24 03:52:00;3.97;3.94;12289.4;STOP
2;323;12;2.316;-32.93;2004-04-24 05:00:00;17.03;3.96;16169.2;STOP
2;324;12;2.311;-32.885;2004-04-24 05:22:00;3.12;3.81;5030.51;STOP
2;325;12;2.306;-32.855;2004-04-24 05:36:00;1.65;4.02;3379.19;STOP
2;326;12;2.299;-32.804;2004-04-24 06:00:00;33.02;3.97;5719.57;STOP
2;327;12;2.229;-32.723;2004-04-24 07:00:00;159.39;3.31;11898.8;STOP
2;328;12;2.236;-32.742;2004-04-24 08:00:00;8.59;0.63;2250.02;STOP
2;329;12;2.258;-32.782;2004-04-24 08:25:00;3.46;3.38;5073.15;STOP
2;330;12;2.27;-32.801;2004-04-24 08:39:00;3.09;2.97;2497.4;STOP
2;331;12;2.292;-32.832;2004-04-24 09:00:00;3.36;3.35;4224.64;STOP
2;332;12;2.312;-32.864;2004-04-24 09:21:00;0.82;3.33;4193.61;STOP
2;333;12;2.352;-32.926;2004-04-24 10:00:00;1.37;3.5;8199.55;STOP
2;334;12;2.404;-33.011;2004-04-24 11:00:00;45.62;3.08;11073;STOP
2;335;12;2.378;-33.114;2004-04-24 11:56:00;29.1;3.51;11802.7;STOP
2;336;12;2.394;-33.174;2004-04-24 13:00:00;19.22;1.8;6899.25;STOP
2;337;12;2.391;-33.214;2004-04-24 13:44:00;18.54;1.69;4456.42;STOP
2;338;12;2.383;-33.233;2004-04-24 14:00:00;19.68;2.39;2290.65;STOP
2;339;12;2.317;-33.305;2004-04-24 15:08:00;56.15;2.66;10855.8;STOP
2;340;13;2.342;-33.408;2004-04-24 16:00:00;28.57;3.77;11776.4;MOVE
2;341;13;2.322;-33.483;2004-04-24 16:37:00;60.33;3.88;8624.37;MOVE
2;342;13;2.265;-33.498;2004-04-24 17:00:00;40.84;4.75;6553.56;MOVE
2;343;13;2.191;-33.606;2004-04-24 18:06:00;15.2;3.67;14550.1;MOVE
2;344;13;2.153;-33.715;2004-04-24 19:00:00;5.03;3.96;12827.5;MOVE
2;345;13;2.112;-33.806;2004-04-24 19:45:00;19.35;4.11;11092;MOVE
2;346;13;2.109;-33.841;2004-04-24 20:00:00;53.81;4.34;3903.46;MOVE
2;347;13;2.058;-33.872;2004-04-24 20:27:00;9.02;4.1;6635.21;MOVE
2;348;14;1.975;-33.906;2004-04-24 21:09:00;38.96;3.96;9972.62;STOP
2;349;14;1.919;-34.008;2004-04-24 22:00:00;36.79;4.23;12933.1;STOP
2;350;14;1.897;-34.018;2004-04-24 22:11:00;86.3;4.07;2686.89;STOP
2;351;14;1.922;-34.084;2004-04-24 22:48:00;9;3.53;7843.9;STOP
2;352;14;1.938;-34.112;2004-04-24 23:02:00;7.48;4.27;3584.4;STOP
12;996;18;1.53;-36.666;2004-08-26 00:00:00;21.5014;3.30192;5150.99;STOP
12;997;18;1.464;-36.657;2004-08-26 00:49:00;52.7652;2.5193;7406.74;STOP
12;998;18;1.448;-36.673;2004-08-26 01:00:00;30.0184;3.81159;2515.65;STOP
12;999;18;1.377;-36.692;2004-08-26 02:00:00;12.5712;2.27013;8172.47;STOP
12;1000;18;1.354;-36.704;2004-08-26 02:23:00;41.5891;2.0902;2884.47;STOP
12;1001;18;1.314;-36.694;2004-08-26 03:00:00;12.5288;2.06514;4584.61;STOP
12;1002;18;1.254;-36.664;2004-08-26 03:48:00;16.46;2.58986;7458.81;STOP
12;1003;18;1.239;-36.65;2004-08-26 04:00:00;3.21949;3.16844;2281.28;STOP
12;1004;18;1.167;-36.59;2004-08-26 05:00:00;9.02142;2.89461;10420.6;STOP
12;1005;18;1.12;-36.562;2004-08-26 05:37:00;28.7503;2.74008;6082.97;STOP
12;1006;18;1.1;-36.528;2004-08-26 06:00:00;42.1804;3.17797;4385.6;STOP
12;1007;18;1.084;-36.523;2004-08-26 06:10:00;25.9446;3.10656;1863.94;STOP
12;1008;18;1.032;-36.474;2004-08-26 07:00:00;22.5731;2.64805;7944.16;STOP
12;1009;19;0.958;-36.446;2004-08-26 07:59:00;9.44796;2.4852;8797.59;MOVE
12;1010;19;0.872;-36.396;2004-08-26 08:51:00;1.73059;3.54524;11061.2;MOVE
12;1011;19;0.848;-36.383;2004-08-26 09:05:00;1.43306;3.61304;3034.95;MOVE
12;1012;19;0.754;-36.329;2004-08-26 10:00:00;1.17004;3.65272;12054;MOVE
12;1013;19;0.712;-36.306;2004-08-26 10:25:00;9.31299;3.54967;5324.5;MOVE
12;1014;19;0.657;-36.263;2004-08-26 11:00:00;17.7436;3.69655;7762.76;MOVE
12;1015;19;0.608;-36.191;2004-08-26 11:45:00;1.07375;3.58658;9683.77;MOVE
12;1016;19;0.591;-36.167;2004-08-26 12:00:00;0.319193;3.63358;3270.22;MOVE
12;1017;19;0.577;-36.147;2004-08-26 12:13:00;1.481;3.48015;2714.52;MOVE
12;1018;19;0.528;-36.073;2004-08-26 13:00:00;2.3987;3.49947;9868.5;MOVE
12;1019;19;0.507;-36.044;2004-08-26 13:19:00;3.08118;3.49231;3981.23;MOVE
12;1020;19;0.467;-35.982;2004-08-26 14:00:00;0.682477;3.33502;8204.14;MOVE
12;1021;19;0.418;-35.908;2004-08-26 14:54:00;0.711488;3.04587;9868.62;MOVE
12;1022;19;0.36;-35.818;2004-08-26 16:00:00;0.794148;3.00643;11905.5;MOVE
12;1023;19;0.325;-35.762;2004-08-26 16:42:00;4.46385;2.91388;7342.98;MOVE
12;1024;19;0.308;-35.739;2004-08-26 17:00:00;5.60834;2.94465;3180.22;MOVE
12;1025;19;0.259;-35.657;2004-08-26 18:00:00;2.82918;2.9505;10621.8;MOVE
12;1026;19;0.249;-35.642;2004-08-26 18:12:00;3.22452;2.78414;2004.58;MOVE
12;1027;19;0.209;-35.574;2004-08-26 19:00:00;0.69376;3.04596;8772.38;MOVE
12;1028;19;0.157;-35.488;2004-08-26 20:00:00;2.53076;3.10414;11174.9;MOVE
12;1029;19;0.129;-35.446;2004-08-26 20:28:00;3.22452;3.34098;5612.85;MOVE
12;1030;19;0.099;-35.395;2004-08-26 21:00:00;2.71297;3.42672;6579.31;MOVE
12;1031;19;0.065;-35.343;2004-08-26 21:34:00;1.05351;3.38648;6908.41;MOVE
12;1032;19;0.038;-35.3;2004-08-26 22:00:00;18.5153;3.61911;5645.81;MOVE
12;1033;19;0.015;-35.205;2004-08-26 23:00:00;45.9572;3.01908;10868.7;MOVE
12;1034;19;0.034;-35.175;2004-08-27 00:00:00;109.256;1.09683;3948.59;MOVE
12;1035;19;-0.009;-35.165;2004-08-27 00:24:00;0.216891;3.40901;4908.98;MOVE
12;1036;19;-0.079;-35.149;2004-08-27 01:00:00;2.08715;3.69647;7984.38;MOVE
12;1037;19;-0.195;-35.118;2004-08-27 02:02:00;1.29085;3.58905;13351.3;MOVE
12;1038;19;-0.306;-35.091;2004-08-27 03:00:00;0.61606;3.65015;12702.5;MOVE
12;1039;19;-0.375;-35.075;2004-08-27 03:36:00;0.393368;3.6463;7876.02;MOVE
12;1040;19;-0.421;-35.064;2004-08-27 04:00:00;0.93278;3.6522;5259.17;MOVE
12;1041;19;-0.538;-35.034;2004-08-27 05:00:00;0.772673;3.73073;13430.6;MOVE
12;1042;19;-0.586;-35.021;2004-08-27 05:25:00;2.12743;3.68642;5529.62;MOVE
12;1043;19;-0.631;-35.007;2004-08-27 05:48:00;1.02129;3.79733;5240.31;MOVE
12;1044;19;-0.655;-35;2004-08-27 06:00:00;0.0758382;3.86092;2779.86;MOVE
12;1045;19;-0.771;-34.966;2004-08-27 07:00:00;2.954;3.73366;13441.2;MOVE
12;1046;19;-0.831;-34.945;2004-08-27 07:32:00;0.69306;3.68149;7068.46;MOVE
12;1047;19;-0.886;-34.925;2004-08-27 08:00:00;0.925402;3.87347;6507.43;MOVE
12;1048;19;-0.941;-34.906;2004-08-27 08:28:00;0.59612;3.85135;6470.27;MOVE
12;1049;19;-0.969;-34.896;2004-08-27 08:42:00;0.29483;3.93573;3306.01;MOVE
12;1050;19;-1.006;-34.883;2004-08-27 09:00:00;1.89979;4.03768;4360.7;MOVE
12;1051;19;-1.13;-34.844;2004-08-27 10:00:00;2.07745;4.01495;14453.8;MOVE
12;1052;19;-1.161;-34.833;2004-08-27 10:16:00;2.66039;3.80994;3657.54;MOVE
12;1053;19;-1.25;-34.806;2004-08-27 11:00:00;3.38053;3.91725;10341.5;MOVE
12;1054;19;-1.275;-34.8;2004-08-27 11:13:00;2.76447;3.6651;2858.77;MOVE
12;1055;19;-1.371;-34.772;2004-08-27 12:00:00;0.687661;3.943;11119.3;MOVE
12;1056;19;-1.493;-34.738;2004-08-27 13:01:00;1.87667;3.84766;14082.4;MOVE
12;1057;19;-1.612;-34.709;2004-08-27 14:00:00;3.71405;3.84722;13619.2;MOVE
12;1058;19;-1.737;-34.687;2004-08-27 15:00:00;0.136007;3.92023;14112.8;MOVE
12;1059;19;-1.858;-34.666;2004-08-27 16:00:00;1.26722;3.7932;13655.5;MOVE
12;1060;19;-1.914;-34.655;2004-08-27 16:28:00;0.0298493;3.77725;6345.78;MOVE
12;1061;19;-1.98;-34.642;2004-08-27 17:00:00;0.0829079;3.89568;7479.71;MOVE
12;1062;19;-2.111;-34.616;2004-08-27 18:03:00;0.132075;3.92865;14850.3;MOVE
12;1063;19;-2.162;-34.606;2004-08-27 18:27:00;0.0609367;4.01304;5778.78;MOVE
12;1064;19;-2.233;-34.592;2004-08-27 19:00:00;0.269133;4.06396;8046.64;MOVE
12;1065;19;-2.311;-34.577;2004-08-27 19:37:00;2.55795e-12;3.97832;8831.88;MOVE
12;1066;19;-2.363;-34.567;2004-08-27 20:00:00;9.13658;4.2666;5887.91;MOVE
12;1067;19;-2.494;-34.563;2004-08-27 21:00:00;0.112369;4.04814;14573.3;MOVE
12;1068;19;-2.529;-34.562;2004-08-27 21:16:00;1.25469;4.05563;3893.41;MOVE
12;1069;19;-2.628;-34.557;2004-08-27 22:00:00;0.550946;4.17511;11022.3;MOVE
12;1070;19;-2.761;-34.549;2004-08-27 23:00:00;0.0256271;4.11544;14815.6;MOVE
12;1071;19;-2.895;-34.541;2004-08-28 00:01:00;0.574325;4.0783;14926.6;MOVE
12;1072;19;-3.024;-34.532;2004-08-28 01:00:00;1.16379;4.06184;14378.9;MOVE
12;1073;19;-3.105;-34.528;2004-08-28 01:36:00;1.40927;4.17488;9017.73;MOVE
12;1074;19;-3.159;-34.524;2004-08-28 02:00:00;1.61399;4.1812;6020.93;MOVE
12;1075;19;-3.29;-34.518;2004-08-28 03:00:00;1.7763;4.05049;14581.8;MOVE
12;1076;19;-3.342;-34.514;2004-08-28 03:24:00;2.91084;4.02719;5799.16;MOVE
12;1077;19;-3.419;-34.512;2004-08-28 04:00:00;3.27778;3.96523;8564.89;MOVE
12;1078;19;-3.547;-34.516;2004-08-28 05:00:00;2.29571;3.95552;14239.9;MOVE
12;1079;19;-3.575;-34.518;2004-08-28 05:13:00;2.36726;4.00174;3121.36;MOVE
12;1080;19;-3.675;-34.521;2004-08-28 06:00:00;0.590705;3.94485;11124.5;MOVE
12;1081;19;-3.799;-34.526;2004-08-28 07:01:00;0.594756;3.77031;13799.3;MOVE
12;1082;19;-3.937;-34.533;2004-08-28 08:07:00;3.43432;3.87993;15364.5;MOVE
12;1083;19;-4.045;-34.532;2004-08-28 09:00:00;0.530501;3.77659;12009.6;MOVE
12;1084;19;-4.147;-34.532;2004-08-28 09:51:00;1.50744;3.7065;11341.9;MOVE
12;1085;19;-4.185;-34.533;2004-08-28 10:09:00;3.17577;3.91376;4226.86;MOVE
12;1086;19;-4.288;-34.53;2004-08-28 11:00:00;1.34445;3.74441;11457.9;MOVE
12;1087;19;-4.383;-34.525;2004-08-28 11:48:00;3.82999;3.67294;10578.1;MOVE
12;1088;19;-4.408;-34.522;2004-08-28 12:00:00;6.84277;3.88847;2799.7;MOVE
12;1089;19;-4.49;-34.522;2004-08-28 12:40:00;1.39718;3.79916;9117.98;MOVE
12;1090;19;-4.531;-34.523;2004-08-28 13:00:00;0.0332535;3.80028;4560.34;MOVE
12;1091;19;-4.657;-34.526;2004-08-28 14:00:00;1.36393;3.89292;14014.5;MOVE
12;1092;19;-4.781;-34.526;2004-08-28 15:00:00;0.924045;3.83005;13788.2;MOVE
12;1093;19;-4.905;-34.524;2004-08-28 16:00:00;0.924045;3.83054;13790;MOVE
12;1094;19;-4.94;-34.524;2004-08-28 16:17:00;0;3.81551;3891.82;MOVE
12;1095;19;-5.03;-34.524;2004-08-28 17:00:00;1.92518;3.87889;10007.5;MOVE
12;1096;19;-5.149;-34.528;2004-08-28 17:57:00;1.5039;3.87123;13239.6;MOVE
12;1097;19;-5.285;-34.529;2004-08-28 19:00:00;0.421285;4.00077;15122.9;MOVE
12;1098;19;-5.311;-34.529;2004-08-28 19:12:00;0.784825;4.01537;2891.07;MOVE
12;1099;19;-5.384;-34.528;2004-08-28 19:45:00;0.784825;4.09999;8117.98;MOVE
12;1100;19;-5.416;-34.528;2004-08-28 20:00:00;1.29217;3.9536;3558.24;MOVE
12;1101;19;-5.549;-34.525;2004-08-28 21:00:00;1.3104;4.10907;14792.7;MOVE
12;1102;19;-5.571;-34.524;2004-08-28 21:10:00;2.60256;4.08132;2448.79;MOVE
12;1103;19;-5.682;-34.524;2004-08-28 22:00:00;1.03224;4.11421;12342.6;MOVE
12;1104;19;-5.793;-34.522;2004-08-28 22:49:00;1.03224;4.19885;12344.6;MOVE
12;1105;19;-5.819;-34.522;2004-08-28 23:00:00;0.707319;4.38041;2891.07;MOVE
