tid;gid;sid;latitude;longitude;time;direction_inference;speed_inference_m_s;distance_inference_m;label
19;777;24;0.016;-39.992;2004-07-31 21:44:00;3.89655;3.64788;9630.41;STOP
19;778;24;0.03;-39.965;2004-07-31 22:00:00;6.96578;3.52277;3381.86;STOP
19;779;24;0.071;-39.855;2004-07-31 23:00:00;30.7466;3.62596;13053.4;STOP
19;780;24;0.069;-39.844;2004-07-31 23:43:00;145.467;0.481859;1243.2;STOP
19;781;24;0.051;-39.884;2004-08-01 00:00:00;1.41326;4.78175;4877.39;STOP
19;782;24;0.039;-39.909;2004-08-01 00:11:00;0.930206;4.67201;3083.53;STOP
19;783;24;-0.013;-40.022;2004-08-01 01:00:00;1.24472;4.70462;13831.6;STOP
19;784;24;-0.069;-40.151;2004-08-01 01:55:00;0.953356;4.73861;15637.4;STOP
19;785;24;-0.132;-40.303;2004-08-01 03:00:00;8.94229;4.69124;18295.8;STOP
19;786;24;-0.153;-40.39;2004-08-01 03:34:00;5.9157;4.87831;9951.76;STOP
19;787;24;-0.176;-40.455;2004-08-01 04:00:00;0.544152;4.9146;7666.78;STOP
19;788;24;-0.234;-40.624;2004-08-01 05:09:00;1.49982;4.79896;19867.7;STOP
19;789;24;-0.275;-40.734;2004-08-01 06:00:00;140.51;4.2658;13053.3;STOP
19;790;24;-0.218;-40.701;2004-08-01 07:00:00;28.4272;2.03435;7323.67;STOP
19;791;24;-0.18;-40.639;2004-08-01 08:00:00;3.19089;2.24609;8085.91;STOP
19;792;24;-0.162;-40.613;2004-08-01 09:00:00;2.37554;0.976745;3516.28;STOP
19;793;24;-0.131;-40.564;2004-08-01 10:00:00;10.8182;1.79094;6447.37;STOP
19;794;24;-0.118;-40.531;2004-08-01 10:24:00;0.664912;2.73881;3943.89;STOP
19;795;24;-0.107;-40.504;2004-08-01 10:43:00;61.4935;2.84373;3241.86;STOP
19;796;24;-0.097;-40.479;2004-08-01 11:00:00;16.2356;2.78228;2670.99;STOP
19;797;24;-0.066;-40.387;2004-08-01 12:00:00;4.25209;2.99863;10795.1;STOP
19;798;24;-0.039;-40.323;2004-08-01 12:46:00;7.19492;2.79849;7723.84;STOP
19;799;24;-0.028;-40.304;2004-08-01 13:00:00;6.18208;2.90622;2441.23;STOP
19;800;24;0.003;-40.234;2004-08-01 14:00:00;12.2529;2.36466;8512.77;STOP
19;801;24;0.01;-40.2;2004-08-01 14:25:00;0.948722;2.57328;3859.92;STOP
19;802;24;0.02;-40.147;2004-08-01 15:00:00;1.8875;2.85586;5997.31;STOP
19;803;24;0.033;-40.063;2004-08-01 16:00:00;2.45722;2.62544;9451.57;STOP
19;804;24;0.037;-40.027;2004-08-01 16:23:00;75.7841;2.91859;4027.65;STOP
19;805;24;-0.019;-40.006;2004-08-01 17:00:00;12.4969;2.99565;6650.35;STOP
19;806;24;-0.132;-39.99;2004-08-01 17:58:00;1.40468;3.64665;12690.4;STOP
19;807;24;-0.252;-39.976;2004-08-01 19:00:00;0.470591;3.61126;13433.9;STOP
19;808;24;-0.34;-39.965;2004-08-01 19:46:00;0.543072;3.57294;9861.3;STOP
19;809;24;-0.366;-39.962;2004-08-01 20:00:00;0.187547;3.46458;2910.25;STOP
19;810;24;-0.482;-39.949;2004-08-01 21:00:00;0.054206;3.60538;12979.4;STOP
19;811;24;-0.545;-39.942;2004-08-01 21:30:00;1.01219;3.91577;7048.39;STOP
19;812;24;-0.607;-39.934;2004-08-01 21:58:00;0.658852;4.13764;6951.23;STOP
19;813;24;-0.742;-39.915;2004-08-01 23:00:00;3.67814;4.07506;15159.2;STOP
19;814;24;-0.771;-39.909;2004-08-01 23:32:00;112.309;1.71507;3292.94;STOP
19;815;24;-0.768;-39.925;2004-08-02 00:00:00;3.49464;1.07736;1809.96;STOP
19;816;24;-0.764;-39.957;2004-08-02 01:00:00;2.88296;0.996004;3585.61;STOP
19;817;24;-0.761;-39.974;2004-08-02 01:30:00;4.09273e-12;1.06631;1919.36;STOP
19;818;24;-0.758;-39.991;2004-08-02 02:00:00;3.66779;1.06631;1919.36;STOP
19;819;24;-0.754;-40.027;2004-08-02 03:00:00;2.76386;1.1187;4027.31;STOP
19;820;24;-0.753;-40.043;2004-08-02 03:28:00;3.57633;1.06097;1782.44;STOP
19;821;24;-0.753;-40.062;2004-08-02 04:00:00;178.238;1.10027;2112.52;STOP
19;822;24;-0.751;-39.997;2004-08-02 05:00:00;69.8027;2.00846;7230.47;STOP
19;823;24;-0.748;-39.996;2004-08-02 05:12:00;46.5074;0.48837;351.626;STOP
19;824;24;-0.688;-40.028;2004-08-02 06:00:00;24.4962;2.62539;7561.12;STOP
19;825;24;-0.64;-40.031;2004-08-02 06:41:00;28.0312;2.17389;5347.77;STOP
19;826;24;-0.614;-40.047;2004-08-02 07:00:00;2.90155;2.9777;3394.58;STOP
19;827;24;-0.53;-40.093;2004-08-02 08:00:00;2.1409;2.95808;10649.1;STOP
19;828;24;-0.506;-40.105;2004-08-02 08:18:00;14.6209;2.76264;2983.65;STOP
19;829;24;-0.454;-40.116;2004-08-02 09:00:00;3.32853;2.34527;5910.08;STOP
19;830;24;-0.355;-40.131;2004-08-02 10:09:00;1.04424;2.68936;11133.9;STOP
19;831;24;-0.308;-40.139;2004-08-02 10:42:00;13.474;2.67744;5301.33;STOP
19;832;24;-0.278;-40.137;2004-08-02 11:00:00;16.6722;3.0956;3343.25;STOP
19;833;24;-0.186;-40.158;2004-08-02 12:00:00;2.66602;2.91474;10493.1;STOP
19;834;24;-0.168;-40.163;2004-08-02 12:11:00;0.592694;3.14741;2077.29;STOP
19;835;24;-0.138;-40.171;2004-08-02 12:30:00;47.8367;3.02844;3452.42;STOP
19;836;24;-0.104;-40.149;2004-08-02 13:00:00;13.8993;2.50169;4503.05;STOP
19;837;25;-0.014;-40.118;2004-08-02 14:09:00;83.6744;2.55666;10584.6;MOVE
19;838;25;-0.023;-40.078;2004-08-02 15:00:00;13.0701;1.48987;4558.99;MOVE
19;839;25;-0.064;-39.993;2004-08-02 16:00:00;1.8955;2.9149;10493.6;MOVE
19;840;25;-0.075;-39.972;2004-08-02 16:16:00;1.08092;2.74588;2636.05;MOVE
19;841;25;-0.105;-39.912;2004-08-02 17:00:00;2.7102;2.82545;7459.17;MOVE
19;842;25;-0.142;-39.846;2004-08-02 17:50:00;0.709417;2.80447;8413.41;MOVE
19;843;25;-0.191;-39.756;2004-08-02 19:00:00;6.45639;2.713;11394.6;MOVE
19;844;25;-0.204;-39.724;2004-08-02 19:25:00;2.607;2.56042;3840.63;MOVE
19;845;25;-0.221;-39.676;2004-08-02 20:00:00;1.46816;2.69628;5662.18;MOVE
19;846;25;-0.249;-39.59;2004-08-02 21:04:00;2.25353;2.61895;10056.8;MOVE
19;847;25;-0.262;-39.544;2004-08-02 21:37:00;1.07765;2.68447;5315.25;MOVE
19;848;25;-0.272;-39.511;2004-08-02 22:00:00;4.17911;2.77839;3834.17;MOVE
19;849;25;-0.302;-39.433;2004-08-02 23:00:00;9.92625;2.58125;9292.5;MOVE
19;850;25;-0.317;-39.408;2004-08-02 23:21:00;2.52083;2.57288;3241.83;MOVE
19;851;25;-0.343;-39.36;2004-08-03 00:00:00;11.5667;2.59401;6069.98;MOVE
19;852;25;-0.37;-39.271;2004-08-03 01:05:00;0.0223841;2.65168;10341.5;MOVE
19;853;25;-0.394;-39.192;2004-08-03 02:00:00;0.92024;2.78201;9180.64;MOVE
19;854;25;-0.421;-39.108;2004-08-03 03:00:00;4.57837;2.72522;9810.8;MOVE
19;855;25;-0.425;-39.091;2004-08-03 03:12:00;2.80848;2.69706;1941.89;MOVE
19;856;25;-0.446;-39.018;2004-08-03 04:00:00;1.47656;2.93271;8446.2;MOVE
19;857;25;-0.47;-38.942;2004-08-03 04:51:00;1.51013;2.89605;8861.92;MOVE
19;858;25;-0.501;-38.834;2004-08-03 06:00:00;0.554222;3.01777;12493.6;MOVE
19;859;25;-0.514;-38.787;2004-08-03 06:31:00;0.998797;2.91516;5422.19;MOVE
19;860;25;-0.527;-38.743;2004-08-03 07:00:00;1.26477;2.93187;5101.46;MOVE
19;861;25;-0.549;-38.662;2004-08-03 07:56:00;2.75569;2.77759;9332.71;MOVE
19;862;26;-0.564;-38.594;2004-08-03 08:43:00;5.99539;2.74563;7742.68;STOP
19;863;26;-0.573;-38.567;2004-08-03 09:00:00;10.1993;3.10247;3164.52;STOP
19;864;26;-0.584;-38.491;2004-08-03 09:49:00;13.676;2.90423;8538.45;STOP
19;865;26;-0.582;-38.47;2004-08-03 10:00:00;1.62626;3.55385;2345.54;STOP
19;866;26;-0.579;-38.425;2004-08-03 10:26:00;0.903237;3.2145;5014.62;STOP
19;867;26;-0.576;-38.366;2004-08-03 11:00:00;25.4684;3.21992;6568.64;STOP
19;868;26;-0.529;-38.279;2004-08-03 12:00:00;48.125;3.05416;10995;STOP
19;869;26;-0.404;-38.249;2004-08-03 13:00:00;3.73396;3.97057;14294;STOP
19;870;26;-0.311;-38.233;2004-08-03 13:44:00;1.54816;3.97464;10493;STOP
19;871;26;-0.276;-38.226;2004-08-03 14:00:00;0.690277;4.13426;3968.89;STOP
19;872;26;-0.148;-38.202;2004-08-03 15:00:00;0.0295644;4.02249;14481;STOP
19;873;26;-0.031;-38.18;2004-08-03 15:56:00;0.64124;3.93982;13237.8;STOP
19;874;26;0.105;-38.156;2004-08-03 17:00:00;1.53871;3.999;15356.2;STOP
19;875;26;0.198;-38.137;2004-08-03 17:44:00;6.33201;3.99801;10554.7;STOP
19;876;26;0.229;-38.127;2004-08-03 18:00:00;11.0079;3.77286;3621.95;STOP
19;877;26;0.258;-38.111;2004-08-03 18:21:00;64.7242;2.92292;3682.88;STOP
19;878;26;0.276;-38.124;2004-08-03 19:00:00;173.907;1.05509;2468.92;STOP
19;879;26;0.248;-38.108;2004-08-03 20:01:00;131.055;0.979759;3585.92;STOP
19;880;26;0.251;-38.123;2004-08-03 20:43:00;101.31;0.674976;1700.94;STOP
19;881;26;0.248;-38.123;2004-08-03 21:00:00;22.3801;0.327044;333.585;STOP
19;882;26;0.231;-38.13;2004-08-03 21:30:00;8.58362;1.13572;2044.29;STOP
19;883;26;0.186;-38.157;2004-08-03 22:00:00;3.0918;3.24186;5835.34;STOP
19;884;26;0.082;-38.212;2004-08-03 23:09:00;5.8489;3.15986;13081.8;STOP
39;2176;22;2.333;-34.842;2004-08-08 00:00:00;6.25;4.36;11777.4;STOP
39;2177;22;2.335;-34.862;2004-08-08 00:59:00;2.53;0.63;2233.15;STOP
39;2178;22;2.336;-34.88;2004-08-08 02:00:00;12.77;0.55;2002.94;STOP
39;2179;22;2.34;-34.894;2004-08-08 03:00:00;3.85;0.45;1617.78;STOP
39;2180;22;2.343;-34.908;2004-08-08 03:53:00;9.71;0.5;1590.8;STOP
39;2181;22;2.349;-34.923;2004-08-08 05:00:00;1.25;0.45;1795.11;STOP
39;2182;22;2.352;-34.931;2004-08-08 05:37:00;9.25;0.43;949.35;STOP
39;2183;22;2.353;-34.936;2004-08-08 06:00:00;154.84;0.41;566.53;STOP
39;2184;22;2.319;-34.89;2004-08-08 07:00:00;0.93;1.77;6357.09;STOP
39;2185;22;2.309;-34.876;2004-08-08 07:39:00;8.97;0.82;1912.04;STOP
39;2186;22;2.306;-34.87;2004-08-08 08:00:00;4.46;0.59;745.43;STOP
39;2187;22;2.293;-34.838;2004-08-08 08:36:00;18.53;1.78;3838;STOP
39;2188;22;2.291;-34.806;2004-08-08 09:00:00;4.12;2.47;3562.34;STOP
39;2189;22;2.286;-34.769;2004-08-08 09:19:00;4.87;3.64;4148.36;STOP
39;2190;22;2.282;-34.688;2004-08-08 10:00:00;14.14;3.66;9010.62;STOP
39;2191;22;2.305;-34.573;2004-08-08 11:03:00;0.13;3.45;13030.6;STOP
39;2192;22;2.322;-34.487;2004-08-08 12:00:00;14.72;2.85;9740.16;STOP
39;2193;22;2.373;-34.382;2004-08-08 13:00:00;75.16;3.6;12971;STOP
39;2194;22;2.419;-34.391;2004-08-08 13:25:00;26.41;3.47;5211.78;STOP
39;2195;22;2.479;-34.437;2004-08-08 14:00:00;43.66;4;8403.97;STOP
39;2196;23;2.562;-34.428;2004-08-08 15:04:00;157.05;2.42;9283.17;MOVE
39;2197;23;2.449;-34.491;2004-08-08 16:00:00;2.92;4.28;14382.6;MOVE
39;2198;23;2.358;-34.548;2004-08-08 16:43:00;0.09;4.63;11936.9;MOVE
39;2199;24;2.323;-34.57;2004-08-08 17:00:00;0.99;4.51;4595.72;STOP
39;2200;24;2.194;-34.648;2004-08-08 18:00:00;31.04;4.66;16758.9;STOP
39;2201;24;2.136;-34.758;2004-08-08 19:00:00;27.8;3.84;13819.8;STOP
39;2202;24;2.136;-34.858;2004-08-08 19:38:00;53.97;4.87;11111.8;STOP
39;2203;24;2.103;-34.882;2004-08-08 20:00:00;34.44;3.44;4536.17;STOP
39;2204;24;2.031;-34.884;2004-08-08 20:30:00;2.41;4.45;8009.12;STOP
39;2205;24;1.961;-34.883;2004-08-08 21:00:00;90.08;4.32;7784.44;STOP
39;2206;24;1.963;-34.756;2004-08-08 22:00:00;1.74;3.92;14115.2;STOP
39;2207;24;1.969;-34.626;2004-08-08 23:00:00;17.09;4.02;14462.2;STOP
39;2208;24;2.002;-34.534;2004-08-08 23:48:00;16.29;3.77;10862.3;STOP
39;2209;24;2.018;-34.512;2004-08-09 00:00:00;2.85;4.2;3023.61;STOP
39;2210;24;2.052;-34.46;2004-08-09 00:30:00;128.39;3.84;6905.37;STOP
39;2211;24;2.071;-34.517;2004-08-09 01:00:00;9.2;3.71;6677.06;STOP
39;2212;24;2.091;-34.64;2004-08-09 02:00:00;4;3.85;13847.7;STOP
39;2213;24;2.102;-34.76;2004-08-09 03:00:00;1.89;3.72;13390.4;STOP
39;2214;24;2.103;-34.768;2004-08-09 03:39:00;21.16;0.38;895.89;STOP
39;2215;24;2.102;-34.772;2004-08-09 04:00:00;31.14;0.36;458.18;STOP
39;2216;24;2.106;-34.785;2004-08-09 05:00:00;3.07;0.42;1511.48;STOP
39;2217;24;2.107;-34.789;2004-08-09 05:17:00;2.73;0.45;458.18;STOP
39;2218;24;2.109;-34.799;2004-08-09 06:00:00;3.18;0.44;1133.23;STOP
39;2219;24;2.11;-34.806;2004-08-09 06:28:00;144.77;0.47;785.74;STOP
39;2220;24;2.093;-34.788;2004-08-09 07:00:00;7.83;1.43;2752.08;STOP
39;2221;24;2.088;-34.781;2004-08-09 07:15:00;138.12;1.06;956.11;STOP
39;2222;24;2.087;-34.79;2004-08-09 08:00:00;0.78;0.37;1006.25;STOP
39;2223;24;2.077;-34.87;2004-08-09 08:59:00;0.52;2.53;8958.99;STOP
39;2224;24;2.066;-34.965;2004-08-09 10:00:00;58.19;2.9;10627.2;STOP
39;2225;24;2.015;-34.989;2004-08-09 10:38:00;25.2;2.75;6266.77;STOP
39;2226;24;1.998;-34.989;2004-08-09 10:52:00;13.54;2.25;1890.31;STOP
39;2227;24;1.944;-35.002;2004-08-09 11:25:00;36.56;3.12;6175.87;STOP
39;2228;24;1.904;-34.985;2004-08-09 12:00:00;70.09;2.3;4832.41;STOP
39;2229;24;1.909;-34.893;2004-08-09 13:08:00;2.44;2.51;10239.4;STOP
39;2230;24;1.91;-34.808;2004-08-09 14:00:00;3.66;3.03;9446.97;STOP
39;2231;24;1.915;-34.742;2004-08-09 14:47:00;13.19;2.61;7355.82;STOP
39;2232;24;1.921;-34.723;2004-08-09 15:00:00;13.71;2.84;2214.41;STOP
39;2233;24;1.958;-34.662;2004-08-09 16:00:00;16.65;2.2;7929.79;STOP
39;2234;24;2.01;-34.615;2004-08-09 16:35:00;0.1;3.71;7791.86;STOP
39;2235;24;2.053;-34.576;2004-08-09 17:00:00;11.77;4.3;6453.22;STOP
39;2236;24;2.101;-34.51;2004-08-09 17:36:00;140.73;4.2;9070.59;STOP
39;2237;24;2.104;-34.563;2004-08-09 18:00:00;1.69;4.1;5898.8;STOP
39;2238;24;2.105;-34.6;2004-08-09 18:14:00;1.07;4.9;4112.94;STOP
39;2239;24;2.106;-34.719;2004-08-09 19:00:00;0.95;4.79;13223.7;STOP
39;2240;24;2.107;-34.759;2004-08-09 19:16:00;37.95;4.63;4446.18;STOP
39;2241;24;2.162;-34.826;2004-08-09 20:03:00;53;3.42;9634.75;STOP
39;2242;24;2.306;-34.82;2004-08-09 21:00:00;74.83;4.69;16025.9;STOP
39;2243;24;2.331;-34.899;2004-08-09 21:42:00;58.74;3.65;9206.9;STOP
39;2244;24;2.491;-34.938;2004-08-09 23:00:00;1.81;3.91;18311.2;STOP
39;2245;24;2.548;-34.95;2004-08-10 00:00:00;59.68;1.8;6476.78;STOP
39;2246;24;2.549;-34.953;2004-08-10 00:13:00;1.33;0.45;351.32;STOP
39;2247;24;2.553;-34.966;2004-08-10 01:00:00;0;0.54;1511.05;STOP
39;2248;24;2.557;-34.979;2004-08-10 01:52:00;0.42;0.48;1511.04;STOP
39;2249;24;2.563;-34.998;2004-08-10 03:00:00;0.91;0.54;2213.53;STOP
39;2250;24;2.565;-35.004;2004-08-10 03:26:00;8.13;0.45;702.62;STOP
39;2251;24;2.569;-35.012;2004-08-10 04:00:00;8.13;0.49;993.76;STOP
39;2252;24;2.573;-35.024;2004-08-10 05:00:00;8.13;0.39;1405.24;STOP
39;2253;24;2.575;-35.028;2004-08-10 05:14:00;2.12;0.59;496.88;STOP
39;2254;24;2.58;-35.039;2004-08-10 06:06:00;120.78;0.43;1342.45;STOP
39;2255;24;2.535;-35.034;2004-08-10 07:00:00;5.09;1.55;5034.5;STOP
39;2256;24;2.489;-35.033;2004-08-10 07:51:00;23.28;1.67;5116.17;STOP
39;2257;24;2.447;-35.05;2004-08-10 08:28:00;6.39;2.27;5037.59;STOP
39;2258;24;2.422;-35.057;2004-08-10 08:43:00;6.74;3.21;2886.6;STOP
39;2259;24;2.405;-35.064;2004-08-10 09:00:00;15.99;2;2044.03;STOP
39;2260;24;2.289;-35.077;2004-08-10 10:00:00;66.14;3.61;12979.2;STOP
39;2261;24;2.282;-35.065;2004-08-10 10:17:00;25.06;1.51;1543.85;STOP
39;2262;24;2.281;-35.054;2004-08-10 10:36:00;13.05;1.08;1227.22;STOP
39;2263;24;2.285;-35.025;2004-08-10 11:00:00;58.35;2.26;3252.65;STOP
39;2264;24;2.228;-34.978;2004-08-10 12:00:00;11.71;2.28;8212.31;STOP
39;2265;24;2.173;-34.949;2004-08-10 12:38:00;12.23;3.03;6912.68;STOP
39;2266;24;2.148;-34.928;2004-08-10 13:00:00;12.88;2.75;3629.41;STOP
39;2267;24;2.086;-34.846;2004-08-10 14:00:00;44.22;3.17;11426;STOP
39;2268;24;2.09;-34.814;2004-08-10 14:22:00;19.14;2.71;3583.58;STOP
39;2269;24;2.08;-34.767;2004-08-10 15:00:00;8.03;2.34;5339.76;STOP
39;2270;24;2.053;-34.693;2004-08-10 16:00:00;16.34;2.43;8754;STOP
39;2271;24;2.025;-34.655;2004-08-10 16:24:00;0.19;3.64;5246.44;STOP
39;2272;24;1.979;-34.593;2004-08-10 17:00:00;48.91;3.97;8580.98;STOP
39;2273;24;1.903;-34.587;2004-08-10 17:54:00;74.53;2.62;8477.08;STOP
39;2274;24;1.843;-34.752;2004-08-10 19:00:00;0.05;4.93;19513.3;STOP
39;2275;24;1.808;-34.848;2004-08-10 19:38:00;0.42;4.98;11356.9;STOP
39;2276;24;1.786;-34.907;2004-08-10 20:00:00;0.4;5.3;6998.73;STOP
39;2277;24;1.759;-34.981;2004-08-10 20:29:00;16.64;5.03;8755.33;STOP
39;2278;24;1.754;-35.065;2004-08-10 21:00:00;3.41;5.03;9352.52;STOP
39;2279;24;1.754;-35.097;2004-08-10 21:12:00;1.31;4.94;3556.57;STOP
39;2280;24;1.751;-35.228;2004-08-10 22:00:00;2.01;5.06;14563.5;STOP
39;2281;24;1.753;-35.391;2004-08-10 23:00:00;0.7;5.03;18117.7;STOP
39;2282;24;1.753;-35.44;2004-08-10 23:19:00;0;4.78;5446;STOP
39;2283;24;1.753;-35.449;2004-08-10 23:48:00;0;0.57;1000.29;STOP
39;2284;24;1.753;-35.453;2004-08-11 00:00:00;9.46;0.62;444.57;STOP
39;2285;24;1.756;-35.471;2004-08-11 01:00:00;2.34;0.56;2028.19;STOP
39;2286;24;1.757;-35.479;2004-08-11 01:26:00;12.84;0.57;896.07;STOP
39;2287;24;1.756;-35.489;2004-08-11 02:00:00;8.89;0.55;1116.98;STOP
39;2288;24;1.757;-35.507;2004-08-11 03:00:00;10.86;0.56;2003.66;STOP
39;2289;24;1.759;-35.515;2004-08-11 03:25:00;8.84;0.61;916.53;STOP
39;2290;24;1.76;-35.526;2004-08-11 04:00:00;3.78;0.58;1227.61;STOP
39;2291;24;1.763;-35.545;2004-08-11 04:54:00;1.38;0.66;2137.89;STOP
39;2292;24;1.765;-35.56;2004-08-11 05:46:00;17.06;0.54;1681.9;STOP
39;2293;24;1.764;-35.566;2004-08-11 06:00:00;125.54;0.8;676.06;STOP
39;2294;24;1.733;-35.535;2004-08-11 07:00:00;11.66;1.35;4873.72;STOP
39;2295;24;1.708;-35.497;2004-08-11 07:30:00;47.38;2.81;5056.25;STOP
39;2296;24;1.71;-35.489;2004-08-11 08:08:00;36.15;0.4;916.55;STOP
39;2297;24;1.697;-35.457;2004-08-11 08:40:00;16.2;2;3839.2;STOP
39;2298;24;1.694;-35.428;2004-08-11 09:00:00;3.18;2.7;3240.46;STOP
39;2299;24;1.69;-35.344;2004-08-11 09:56:00;3.18;2.78;9346.89;STOP
39;2300;24;1.687;-35.315;2004-08-11 10:15:00;2.09;2.84;3240.47;STOP
39;2301;24;1.683;-35.255;2004-08-11 11:00:00;5.18;2.48;6683.63;STOP
39;2302;24;1.685;-35.171;2004-08-11 12:00:00;20.44;2.59;9338.99;STOP
39;2303;24;1.695;-35.146;2004-08-11 12:18:00;1.52;2.77;2992.89;STOP
39;2304;24;1.72;-35.088;2004-08-11 13:00:00;1.52;2.79;7020.28;STOP
39;2305;24;1.76;-34.988;2004-08-11 14:05:00;3.8;3.07;11971.3;STOP
39;2306;24;1.786;-34.908;2004-08-11 15:00:00;21.66;2.83;9349.55;STOP
39;2307;25;1.78;-34.814;2004-08-11 16:00:00;30.63;2.91;10468.5;MOVE
39;2308;25;1.765;-34.792;2004-08-11 16:12:00;2.22;4.11;2959.83;MOVE
39;2309;26;1.708;-34.701;2004-08-11 17:00:00;99.12;4.14;11935.9;STOP
39;2310;26;1.668;-34.736;2004-08-11 17:51:00;48.21;1.93;5908.98;STOP
39;2311;26;1.666;-34.925;2004-08-11 19:00:00;2.06;5.07;21008.1;STOP
39;2312;26;1.664;-34.968;2004-08-11 19:16:00;0.75;4.98;4784.53;STOP
39;2313;26;1.66;-35.088;2004-08-11 20:00:00;0.38;5.05;13345.2;STOP
39;2314;26;1.654;-35.238;2004-08-11 20:55:00;0.09;5.06;16685.6;STOP
39;2315;26;1.651;-35.316;2004-08-11 21:24:00;17.45;4.99;8676.01;STOP
39;2316;26;1.621;-35.4;2004-08-11 22:00:00;33.41;4.59;9914.6;STOP
39;2317;26;1.488;-35.5;2004-08-11 23:07:00;47.62;4.6;18500.4;STOP
39;2318;26;1.486;-35.521;2004-08-12 00:00:00;1.68;0.74;2344.88;STOP
39;2319;26;1.483;-35.545;2004-08-12 01:00:00;2.34;0.75;2688.56;STOP
39;2320;26;1.479;-35.569;2004-08-12 02:00:00;1.85;0.75;2704.61;STOP
39;2321;26;1.474;-35.594;2004-08-12 03:00:00;15.26;0.79;2834.02;STOP
39;2322;26;1.472;-35.598;2004-08-12 03:12:00;20.22;0.69;497.15;STOP
39;2323;26;1.47;-35.616;2004-08-12 04:00:00;2.63;0.7;2013.17;STOP
39;2324;26;1.467;-35.635;2004-08-12 04:46:00;8.97;0.77;2138.19;STOP
39;2325;26;1.467;-35.639;2004-08-12 05:00:00;0;0.53;444.63;STOP
39;2326;26;1.467;-35.659;2004-08-12 06:00:00;168.69;0.62;2223.17;STOP
39;2327;26;1.462;-35.634;2004-08-12 06:30:00;3.37;1.57;2834.04;STOP
39;2328;26;1.456;-35.591;2004-08-12 06:54:00;4.58;3.35;4826.17;STOP
39;2329;26;1.454;-35.557;2004-08-12 07:46:00;3.37;1.21;3785.95;STOP
39;2330;26;1.454;-35.554;2004-08-12 08:00:00;47.6;0.4;333.48;STOP
39;2331;26;1.477;-35.533;2004-08-12 08:42:00;26.45;1.37;3462.63;STOP
39;2332;26;1.491;-35.529;2004-08-12 09:00:00;2.94;1.5;1618.98;STOP
